Client,Module,Date,Environment,Feature,Scenario,RepopStatus,Status,RerunStatus,RerunStatusViaUI,ConsolidatedStatus,Exception,RetryException,ExceptionHelp,FirstRunStartTime,FirstRunEndTime,Duration,DealName,DealID,UniqueTag,RequestID,FeatureFilePath,FilePairPath,GeneratedFile,EpicTicket,ScenarioTicket,FXDRCRRowFailure,BASE_FX,BASE_DR,BASE_CR,BASE_ROWS,GEN_FX,GEN_DR,GEN_CR,GEN_ROWS
SilverGregorian,"Core","04-30-2023","uat","Deal Modification for Reduction in Scope and Reduction in Term","Verify Reduction in Term, reduction in Scope and assets should not be removed from RHS modified deal","NA","Failed","NA","NA","Failed","Timed out after 5 seconds. Unable to locate the element","--","timed out after 5 seconds. unable to locate the element","2023-04-30 16:20:52","2023-04-30 16:23:22","149","--","--","@TC4250_DealModificationForScopeReduction","67515","features/Core/SilverGregorian/DealModifiactionForReductionInScope.feature","--","--","AUTO-3116","AUTO-3121","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Automation of ARO in combination with Impairment","For deal AC30_FIN_A_IMP_DNR_44 and client SilverGregorianAOP repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:22:05","2023-04-30 17:28:18","373","AC30_FIN_A_IMP_DNR_44","48512","@TC4032_AC30_FIN_A_IMP_DNR_44","79303","features/Core/SilverGregorianAOP/AC30_FIN_A_IMP_DNR_44.feature","--","--","AUTO-1061","AUTO-2609","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Automation of Security Deposits for ledger IFRS 16","For deal LA-6336 - HVTC1-AUTOMATE*, client SilverGregorianAOP and ledger IFRS 16 Ledger repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:35:33","2023-05-01 00:39:06","213","LA-6336 - HVTC1-AUTOMATE-M001","59331","@TC4621_LA6336_HVTC1-AUTOMATE-IFRS16Standalone","80085","features/Core/SilverGregorianAOP/LA6336_HVTC1-AUTOMATE-IFRS16.feature","--","--","AUTO-1061","AUTO-3859","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg289-to-reg300)","For deal REG295_G and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:09:15","2023-05-01 00:12:24","188","REG295_G","567697","@TC495_REG295_G","100160","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG289,REG295,REG300.feature","--","--","AUTO-73","AUTO-995 ","Y","41953416.000","899431.589","899431.589","956.000","68801696.000","1595105.633","1595105.633","1554.000",
GoldGregorian,"Core","04-30-2023","uat","Regression Gold Accounting Tests (REG1012, REG1016, REG1017)","For deal REG-1016_GQ and client GoldGregorian repop and validate LE","Pass","Passed","NA","NA","Passed","","","","2023-04-30 17:39:18","2023-04-30 17:43:56","277","REG-1016_GQ","568107","@TC3979_REG-1016_GQ","137139","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG1012,REG1016,REG1017.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/GoldGregorian/@TC3979_REG-1016_GQ/","TC3979_LedgerExport-GGAuto124-137139.xlsx","AUTO-992","AUTO-2266","N","23109009.000","1128033.392","1128033.392","523.000","23109009.000","1128033.392","1128033.392","523.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal Analysis Report for for Caveat Message","For deal AC91-1D-ASC 842 TR AdvanceRenewal and client SilverGregorianAOP repop and validate Deal Analysis Report","Pass","Failed","NA","NA","Failed","null","--","Observed Null pointer Exception during Execution.Verify the Automation script.For aasistance, Please Contact Automation Team.","2023-04-30 17:36:57","2023-04-30 17:40:50","233","AC91-1D-ASC 842 TR AdvanceRenewal","46986","@TC4469_DAR-AC91-1D-ASC-842_TR_AdvanceRenewal","137121","features/Core/SilverGregorianAOP/AC91-1D-ASC842TRAdvanceRenewalDAR.feature","--","--","AUTO-1061","AUTO-3581","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Ledger Export with Finance lease capped at OEC","Verify Finance lease capped at OEC ledger export with 840 TR","Fail","Failed","NA","NA","Failed","Timed out after 5 seconds. Unable to locate the element","--","timed out after 5 seconds. unable to locate the element","2023-04-30 18:54:57","2023-04-30 18:56:46","108","--","--","@TC5117_CappedOEC840TRLedger","137269","features/Core/SilverGregorianAOP/OEC_Test_LA-7047.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3700_CaptureDocumentId_NegativeCase_InvalidLedgerEntrySubId","--","AUTO-1061","AUTO-4841","N","23109009.000","1128033.392","1128033.392","523.000","23109009.000","1128033.392","1128033.392","523.000",
SilverGregorian,"Core","04-30-2023","uat","Verify whether user account is locked out after five unsuccessful consecutive login attempts","Verify whether user account is locked out after five non-consecutive failed login attempts","Fail","Passed","NA","NA","Passed","","","","2023-04-30 18:11:12","2023-04-30 18:14:29","197","--","--","@TC4922_AccountLockoutNonConsecutiveAttempts","--","features/Core/SilverGregorian/AccountLockout5Attempts.feature","--","--","AUTO-3116","AUTO-4329","N","14927952.000","591211.887","591211.887","343.000","14927952.000","591211.887","591211.887","343.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Transition Asset Recordation Report","For ledger ASC 842TR LE - LA5310 and client SilverGregorianAOP validate Transition Asset Recordation Report","Pass","Failed","Failed","NA","Failed","Element ddnledger was not visible in time - 30","Element ddnledger was not visible in time - 30","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 22:36:00","2023-04-30 22:37:13","73","--","--","@TC5574_TransitionAssetRecordationReportASC842TR","--","features/Core/SilverGregorianAOP/TransitionAssetRecordationReport.feature","--","--","AUTO-3116","AUTO-5310","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorian,"Core","04-30-2023","uat","Verify status message once user Imported MDIW for M001 deal","Verify status message once user Imported MDIW with selected check box for Auto-Generate Accounting Classification Analysis and Book Deal for M001 deal","Fail","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-04-30 23:20:47","2023-04-30 23:21:34","47","--","--","@TC5101_VerifyStatusMessageForMDIW","--","features/Core/SilverGregorian/VerifyStatusMessageForMDIW.feature","--","--","AUTO-3116","AUTO-4682","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorian,"Core","04-30-2023","uat","GoldGregorian Accounting Regression Tests(REG711, REG716, REG722)","For deal REG-711_V2_GQ and client GoldGregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:32:00","2023-05-01 00:35:18","197","REG-711_V2_GQ","569948","@TC4100_REG-711_V2_GQ","137544","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG711,REG716,REG722.feature","--","--","AUTO-992","AUTO-1706","Y","611250.000","259404.995","259404.995","14.000","611250.000","259405.005","259405.005","14.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg242-to-reg263)","For deal REG263_G and client GoldGregorianMEC repop and Validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:53:18","2023-04-30 17:57:39","261","REG263_G","567691","@TC67_REG263_G","99756","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG242,REG252,REG263.feature","--","--","AUTO-73","ACCTREG-86 ","Y","2096440.000","22299.194","22299.194","48.000","2100344.000","22299.194","22299.194","48.000",
SilverGregorianSOD,"Core","04-30-2023","uat","Portfolio Trial Balance Report","User generates Portfolio Trial Balance Report for deal LA8244-FXRemeasure_HVTC2_LeaseIncentives_A_M and ASC 842 Ledger- qdo1","Pass","Failed","Failed","NA","Failed","No WebObject: SetOfBooks FOUND, waited for: 1666sec.","No WebObject: SetOfBooks FOUND, waited for: 1666sec.","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 22:41:06","2023-04-30 22:52:03","657","--","--","@TC5637_PortfolioTrialBalance-LA8244-FXRemeasure_HVTC2_LeaseIncentives_A_M","--","features/Core/SilverGregorianSoD/PortfolioTrialBalanceLA8244.feature","--","--","AUTO-3116","AUTO-5582","N","18648184.000","1030773.674","1030773.674","424.000","18648184.000","1030773.674","1030773.674","424.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-regression-gold-accounting-tests-(reg527,-reg528,-reg529)","For deal REG-528_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:44:33","2023-05-01 00:47:51","197","REG-528_GMQ","568150","@TC1214_REG528_GMQ","100224","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG527,REG528,REG529.feature","--","--","AUTO-992","AUTO-1862","N","12067962.000","312760.356","312760.356","278.000","12067962.000","312760.356","312760.356","278.000",
SilverGregorianAPI,"API","04-30-2023","uat","federate-user-api-positive-scenario01","Create New SSO User through API request for positive case consisting GraveAccentInFNAndKeyAsStaff data for client SilverGregorianAPI","Fail","Passed","NA","NA","Passed","","","","2023-04-30 15:55:26","2023-04-30 16:02:29","423","--","--","@TC3813_FederateUser_PositiveCase_GraveAccentInFNAndKeyAsStaff","--","features/API/SilverGregorianAPI/FederateUserPositiveTest01API.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3813_FederateUser_PositiveCase_GraveAccentInFNAndKeyAsStaff","FederateUser_946_TC3813_FederateUser_PositiveCase_GraveAccentInFNAndKeyAsStaff.xml","AUTO-35","AUTO-1065","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg025-to-reg027)","For deal REG026A_G and client Goldgregorian repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:31:57","2023-04-30 17:36:06","249","REG026A_G","567415","@TC477_REG026A_G","137119","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG025,REG026,REG027.feature","--","--","","","Y","15835924.000","302087.226","302087.226","364.000","18666386.000","968137.870","968137.870","428.000",
SilverGregorian,"Core","04-30-2023","uat","Contact Management","Verify user should be able to add and delete user with a confirmation message","Fail","Passed","NA","NA","Passed","","","","2023-04-30 19:21:15","2023-04-30 19:22:12","57","--","--","@TC6460_Add_and_Delete_UserWithConfirmationMessage","99938","features/Core/SilverGregorian/VerifyConfirmationMessageWhileDeletingUser.feature","--","--","AUTO-3116","AUTO-6651","Y","23385430.000","54554.788","54554.788","538.000","23036990.000","54554.756","54554.756","530.000",
Gold,"Core","04-30-2023","uat","generating-report-le-working-with--a-specific-deal","For deal  Working Fin-Full ledger and client gold repop and Validate LE for ASC 840 Ledger","Pass","Failed","NA","NA","Failed","Difference in total number of Rows from baseline :  Expected [397] found [722] on sheet: Ledger Entries","Rerun did not happen due to Base File failure scenario","Please verify if the deal has generated extra rows of evergreen entries,If so please notify the Automation team for the correct no. of months to transfer in parameters.If not please compare the basefile to the generated file.","2023-04-30 16:11:21","2023-04-30 16:13:09","108","--","--","@TC742_GoldGenerateLEWorkingFin-Full_ASC840","60354","features/Core/Gold/LedgerExportReportWorkingFinDeals.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/Gold/@TC742_GoldGenerateLEWorkingFin-Full_ASC840/","TC742_LedgerExport-GAuto28-60354.xlsx","","","Y","16345916.000","193209.677","193209.677","396.000","29400772.000","915828.890","915828.890","721.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Case-LA8016-21R3 LAZARD Release","For deal LA-8016-LAZARD_Test* and client SilverGregorianAOP repop for Ledger 17 TR and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:15:15","2023-04-30 17:21:59","403","--","--","@TC5495_LA8016-LAZARDRelease-17TRLedger","79285","features/Core/SilverGregorianAOP/LA-8016-LAZARD_Release.feature","--","--","AUTO-1061","AUTO-5243","Y","16345916.000","193209.677","193209.677","396.000","29400772.000","915828.890","915828.890","721.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal Analysis Reports All Tabs (Analysis, Overview, Related Exps, Amortization Schedule PaymentFiscal)","For deal CaseAC-571-HVTC1-NoSPmt-RCHP-JC4-Arr-M001, client SilverGregorianAOP and Ledger IFRS 16 Ledger qdo1 repop and validate Deal Analysis Report","Pass","Failed","Failed","NA","Failed","null","null","Observed Null pointer Exception during Execution.Verify the Automation script.For aasistance, Please Contact Automation Team.","2023-05-01 00:45:09","2023-05-01 00:48:22","192","CaseAC-571-HVTC1-NoSPmt-RCHP-JC4-Arr-M001","50459","@TC4424_DAR-CaseAC-571-HVTC1-NoSPmt-RCHP-JC4-Arr-M001-IFRS16","--","features/Core/SilverGregorianAOP/DAR/CaseAC-571-HVTC1-NoSPmt-RCHP-JC4-Arr-M001.feature","--","--","AUTO-1061","AUTO-3634","N","15593436.000","386523.704","386523.704","358.000","15593436.000","386523.704","386523.704","358.000",
SilverGregorianAOP,"Core","04-30-2023","uat","verify if user is able to generate le for la6541_capop_lsd_m_cdr_crr_eo under asc 842 ledger- qdo1","For deal LA6541_CAPOP_LSD_M_CDR_CRR_EO and client SilverGregorianAOP repop and validate LE for Ledger ASC 842 Ledger- qdo1","Pass","Passed","NA","NA","Passed","","","","2023-04-30 17:57:45","2023-04-30 18:00:00","135","LA6541_CAPOP_LSD_M_CDR_CRR_EO","59363","@TC4840_LA6541_CAPOP_LSD_M_CDR_CRR_EO","79394","features/Core/SilverGregorianAOP/LA6541_CAPOP_LSD_M_CDR_CRR_EO.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/SilverGregorianAOP/@TC4840_LA6541_CAPOP_LSD_M_CDR_CRR_EO/","TC4840_LedgerExport-SGAOPAuto301-79394.xlsx","AUTO-1061","AUTO-4094","N","23479050.000","6751348.632","6751348.632","538.000","23479050.000","6751348.632","6751348.632","538.000",
SilverGregorian,"Core","04-30-2023","uat","settings-configurations","Add and update Ledger number in Settings","Fail","Passed","NA","NA","Passed","","","","2023-04-30 17:37:14","2023-04-30 17:40:38","204","--","--","@TC312_Settings_LedgerNumber","79321","features/Core/SilverGregorian/Settings_Test.feature","--","--","AUTO-1061","AUTO-2414","Y","16345916.000","193209.677","193209.677","396.000","29400772.000","915828.890","915828.890","721.000",
SilverGregorianAPI,"API","04-30-2023","uat","federate-user-api-negative-scenario01","Create New SSO User through API request for negative case consisting FullNameAndEmailWithSymbols data for client SilverGregorianAPI","Fail","Passed","NA","NA","Passed","","","","2023-04-30 17:46:24","2023-04-30 17:48:32","128","--","--","@TC3778_FederateUser_NegativeCase_FullNameAndEmailWithSymbols","42679","features/API/SilverGregorianAPI/FederateUserNegativeTest01API.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3778_FederateUser_NegativeCase_FullNameAndEmailWithSymbols","FullNameAndEmailWithSymbols_384_TC3778_FederateUser_NegativeCase_FullNameAndEmailWithSymbols.xml","AUTO-35","AUTO-1065","Y","15835924.000","302087.226","302087.226","364.000","18666386.000","968137.870","968137.870","428.000",
AcctGregorianMEC,"Core","04-30-2023","uat","Payment Report","User generates Payment Report for Ledger ASC 842 Ledger-qdo1 and Reporting currency","Fail","Failed","NA","NA","Failed","Element ddnreportUsing was not visible in time - 30","--","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 18:32:41","2023-04-30 18:34:26","104","--","--","@TC5622_PaymentReportReportingUSD","79476","features/Core/AcctGregorianMEC/PaymentReport.feature","--","--","AUTO-3116","AUTO-5461","Y","44744412.000","730011.441","730011.441","1024.000","61359694.000","1464355.424","1464355.424","1390.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Ledger Export","For deal Case-LA-8691-Zero-Pmts-C11 ASC 842 and client SilverGregorianAOP repop and validate LE for Ledger 840 TR","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:17:00","2023-05-01 00:20:17","197","Case-LA-8691-Zero-Pmts-C11 ASC 842","65068","@TC5905_Case-LA-8691-Zero-Pmts-C11","80044","features/Core/SilverGregorianAOP/Case-LA-8691-Zero-Pmts.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC5869_AutomaticBuyoutPurchaseAmountWarning","--","AUTO-3116","AUTO-5816","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445,"Core","04-30-2023","uat","Gold445 Accounting Regression Tests (REG018_4_E2EAsAt to REG020_4_E2EAsAt)","For deal REG018_4_E2EAsAt and client Gold445 repop and validate LE","NA","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-04-30 23:11:26","2023-04-30 23:12:13","46","--","--","@TC4987_REG018_4_E2EAsAt","79779","features/Core/Gold445/REGScenarios/Gold445_REG018_4_E2EAsAt,REG019_4_E2EAsAt,REG020_4_E2EAsAt.feature","--","--","AUTO-1062","AUTO-4475","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Silver445,"Core","04-30-2023","uat","Testing of Deal Analysis Reports All Tabs (Analysis, Overview, Related Exps, Amortization Schedule PaymentFiscal)","For deal Case-AC476-Cap-op-Con -OT-Quarter-Arr-RE, client Silver445 and Ledger ASC 842 Ledger and Inflection event Lease inception repop and validate Deal Analysis Report","Pass","Failed","Failed","NA","Failed","null","Waiting in queue -Modal Dialog  was Displayed. Unable to Perform Next Action ","Waiting in queue takes longer than an established automation scenario.Please rerun the test separately for confirming the results. With repeated results, If the issue still persist - contact Developing Team as this might be an issue related to application performance or stuck Bookings/Sweeps.","2023-04-30 22:35:00","2023-04-30 22:46:22","682","Case-AC476-Cap-op-Con -OT-Quarter-Arr-RE","52808","@TC4477_Case-AC476-Cap-op-Con-OT-Quarter-Arr-RE-LeaseInception","79693","features/Core/Silver445/DAR/Case-AC476-Cap-op-Con -OT-Quarter-Arr-RE.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC4316_NegativeImportDisbursementInvalidPONumberAPI","--","AUTO-1061","AUTO-3611","N","15593436.000","386523.704","386523.704","358.000","15593436.000","386523.704","386523.704","358.000",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg011-to-reg013)","For deal REG011_4 and client Gold445 repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:02:19","2023-04-30 23:09:44","444","REG011_4","50153","@TC118_REG011_4","67764","features/Core/Gold445/REGScenarios/Gold445_REG011,REG012,REG013.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC143_ModifyDealCoterminousAndBook","--","78122","85054","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","schedule account activity trend report","Verify Schedule Account Activity Trend Report with Reporting currency and with ledger ACCTREG-IFRS16-TR","Pass","Failed","Failed","NA","Failed","No WebObject: Ledger Type Dropdown FOUND, waited for: 1666sec.","No WebObject: Ledger Type Dropdown FOUND, waited for: 1666sec.","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 23:10:34","2023-04-30 23:21:36","661","--","--","@TC6155_ScheduleAccountActivityReportWithReportingCurrencyUSD","--","features/Core/SilverGregorianAOP/SAATReportWithReportingCurrencyUSD.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC6183_PortfolioDealAttribute_EventActivityReport","--","AUTO-3116","AUTO-6511","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorian,"Core","04-30-2023","uat","Changing the Entity with Different Functional Currencies through Import","Verify that system gives an error on changing the Entity with Different Functional Currencies through Import","NA","Failed","Failed","NA","Failed","Error message not equal with expected expected [true] but found [false]","Error message not equal with expected expected [true] but found [false]","Actual value has deviation when compared with the Expected value. Rerun to confirm the failure and Create an exception for the deviation.","2023-05-01 00:03:07","2023-05-01 00:03:45","38","--","--","@TC4416_ChangeEntityWithDiffFunctionalCurrency","79989","features/Core/SilverGregorian/EntityChangeThroughImport.feature","--","--","AUTO-3116","AUTO-3464","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAPI,"API","04-30-2023","uat","ledger-export-api-regression-tests","User generates ledger export report for regression tests through API request for XLSX file format with SCHEDULE level detail for client SilverGregorianAPI","Fail","Failed","Failed","NA","Failed","Exception occurred while accessing file - /mnt/generatedFiles/uat/GenerateLedgerExport_333_TC3757_GenerateLEREG_XLSX_ScheduleLevel.xlsx","Exception occurred while accessing file - /mnt/generatedFiles/uat/GenerateLedgerExport_026_TC3757_GenerateLEREG_XLSX_ScheduleLevel_rerun.xlsx","File downloading took extra time or the file was not present in the download folder. Please rerun the scenario. If the issue still persists contact the Automation team.","2023-04-30 23:15:09","2023-04-30 23:17:26","136","--","--","@TC3757_GenerateLEREG_XLSX_ScheduleLevel","100054","features/API/SilverGregorianAPI/LedgerExportRegTestsAPI.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3757_GenerateLEREG_XLSX_ScheduleLevel","--","AUTO-35","AUTO-1072","Y","611250.000","259404.995","259404.995","14.000","611250.000","259405.005","259405.005","14.000",
SilverGregorian,"Core","04-30-2023","uat","create-a-schedule-in-ui","Manually create schedule in UI","Fail","Passed","NA","NA","Passed","","","","2023-04-30 19:21:40","2023-04-30 19:25:01","201","Acme CreateScheduleSmokeTest20230430192255332","94991","@TC114_SGCreateScheduleUISmokeTest","99940","features/Core/SilverGregorian/CreateScheduleThroughUI.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC3839_ImportPaymentAdjustments_OneTime_QuarterlyDeal","--","","","Y","15835924.000","302087.226","302087.226","364.000","18666386.000","968137.870","968137.870","428.000",
SilverGregorianAOP,"Core","04-30-2023","uat","verify-if-user-is-able-to-generate-le-for-adjusting-balance-sheet-account-takedown-entries","For deal CaseAC170Scenario2.19-NoDay2 and client SilverGregorianAOP repop and validate LE for Adjusting Balance Sheet account takedown entries","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:28:12","2023-04-30 22:31:35","203","CaseAC170Scenario2.19-NoDay2","46588","@TC989_CaseAC170Scenario2.19-NoDay2","79694","features/Core/SilverGregorianAOP/CaseAC170Scenario2.6-AfterTransitionModificationASC,2.19-NoDay2.feature","--","--","AUTO-1061","AUTO-1563","N","16509368.000","39141.127","39141.127","400.000","16509368.000","39141.129","39141.129","400.000",
SilverGregorian,"Core","04-30-2023","uat","user profile page","Verify if user is able to set the default search criteria from Profile screen to search for People and Name and verify that when user clicks on other tab from left nav, the default search criteria should be search for People and Name","Fail","Passed","NA","NA","Passed","","","","2023-04-30 16:36:54","2023-04-30 16:38:31","97","--","--","@TC6424_DefaultSearchCriteria_SearchForPeopleAndName","99586","features/Core/SilverGregorian/VerifyDefaultSearchCriteriaSearchForPeopleAndSearchByName.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC698_GoldPaymentAdjReport_Op","--","AUTO-3116","AUTO-6249","Y","16345916.000","193209.677","193209.677","396.000","29400772.000","915828.890","915828.890","721.000",
SilverGregorian,"Core","04-30-2023","uat","Verify NBV value next to the currency label on Record Asset Event screen","Verify NBV value next to the currency label by the amount field in NBV message after selecting Impairment as the event type on Record Asset Event screen","Fail","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-05-01 00:45:12","2023-05-01 00:46:08","55","--","--","@TC5497_NBVInRecordAssetEvent","80043","features/Core/SilverGregorian/VerifyNBVOnRecordAssetEvent.feature","--","--","AUTO-3116","AUTO-5185","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAPI,"API","04-30-2023","uat","federate-user-api-positive-scenario00","Create New SSO User through API request for positive case consisting FederateUserWithDifferentRoleKey data for client SilverGregorianAPI","Fail","Passed","NA","NA","Passed","","","","2023-04-30 16:53:22","2023-04-30 17:00:59","457","--","--","@TC3802_FederateUser_PositiveCase_FederateUserWithDifferentRoleKey","99617","features/API/SilverGregorianAPI/FederateUserPositiveTest00API.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3802_FederateUser_PositiveCase_FederateUserWithDifferentRoleKey","FederateUser_526_TC3802_FederateUser_PositiveCase_FederateUserWithDifferentRoleKey.xml","AUTO-35","AUTO-1065","Y","16345916.000","193209.677","193209.677","396.000","29400772.000","915828.890","915828.890","721.000",
